Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP10391,51,Prefer not to say,Project Manager,Consulting,9,Hybrid,55,12,3,Medium,Burnout,No,Decrease,1,Satisfied,3,None,Average,North America
EMP10392,40,Female,Marketing,Retail,29,Remote,26,10,5,Medium,None,No,Increase,5,Unsatisfied,1,Weekly,Good,South America
EMP10393,28,Female,HR,Retail,17,Onsite,41,7,5,Low,Depression,No,No Change,4,Neutral,4,Daily,Average,Africa
EMP10394,37,Female,Sales,Healthcare,31,Onsite,50,4,4,Low,Anxiety,Yes,No Change,4,Satisfied,5,None,Poor,North America
EMP10395,51,Prefer not to say,Project Manager,Finance,3,Hybrid,55,12,2,Medium,Anxiety,Yes,No Change,3,Neutral,5,Weekly,Average,Oceania
EMP10396,38,Non-binary,Marketing,Healthcare,20,Hybrid,22,2,3,Medium,Anxiety,No,Increase,4,Satisfied,5,Weekly,Good,Africa
EMP10397,29,Female,Data Scientist,Consulting,9,Hybrid,33,11,5,Low,Burnout,No,No Change,4,Unsatisfied,1,Daily,Average,Europe
EMP10398,27,Male,Project Manager,Retail,4,Hybrid,21,4,1,High,Burnout,No,Increase,3,Neutral,1,None,Poor,Europe
EMP10399,39,Prefer not to say,Designer,Manufacturing,17,Hybrid,28,13,2,Medium,Burnout,No,No Change,2,Neutral,5,Daily,Good,Europe
EMP10400,36,Prefer not to say,Data Scientist,Healthcare,34,Remote,22,6,5,High,None,Yes,Decrease,1,Satisfied,3,Weekly,Good,Africa
EMP10401,35,Non-binary,HR,IT,13,Remote,58,14,4,High,Anxiety,Yes,No Change,4,Neutral,2,Daily,Poor,Asia
EMP10402,54,Male,Project Manager,Consulting,19,Remote,39,0,4,Low,Anxiety,No,Decrease,1,Satisfied,1,Daily,Average,South America
EMP10403,31,Male,Data Scientist,Finance,8,Onsite,35,15,2,Low,Anxiety,No,Decrease,2,Neutral,2,Weekly,Poor,Africa
EMP10404,36,Female,Designer,Healthcare,22,Hybrid,56,3,3,High,Burnout,Yes,Increase,3,Unsatisfied,1,Weekly,Poor,Europe
EMP10405,31,Non-binary,Data Scientist,Consulting,14,Remote,29,13,4,Medium,Anxiety,No,Increase,2,Unsatisfied,1,Daily,Average,Asia
EMP10406,32,Female,HR,Manufacturing,33,Hybrid,24,0,4,High,None,No,No Change,2,Neutral,1,None,Good,Europe
EMP10407,39,Prefer not to say,Project Manager,Healthcare,30,Onsite,60,4,3,High,None,Yes,Decrease,3,Satisfied,3,None,Average,South America
EMP10408,43,Female,HR,Retail,10,Remote,31,9,4,Low,Burnout,No,Decrease,2,Satisfied,1,Daily,Poor,Oceania
EMP10409,48,Female,Data Scientist,Finance,35,Remote,50,10,1,Low,None,No,Decrease,5,Satisfied,5,Weekly,Poor,North America
EMP10410,61,Non-binary,Project Manager,Consulting,20,Remote,27,14,2,Medium,Burnout,No,No Change,3,Unsatisfied,3,Weekly,Good,South America
EMP10411,46,Prefer not to say,Software Engineer,Healthcare,6,Remote,43,3,2,Medium,None,No,No Change,4,Unsatisfied,4,Daily,Good,Europe
EMP10412,55,Non-binary,Designer,Retail,22,Hybrid,30,3,5,Medium,Anxiety,Yes,Decrease,5,Unsatisfied,2,Daily,Good,South America
EMP10413,29,Non-binary,Sales,Education,25,Onsite,26,15,1,Medium,Burnout,Yes,No Change,2,Neutral,3,None,Average,Europe
EMP10414,47,Prefer not to say,Project Manager,Manufacturing,21,Onsite,47,7,1,Medium,Anxiety,No,Decrease,3,Satisfied,1,Weekly,Average,South America
EMP10415,44,Male,Data Scientist,Manufacturing,14,Onsite,56,14,3,Medium,Burnout,No,Increase,4,Satisfied,5,Daily,Poor,Oceania
EMP10416,28,Female,Sales,Healthcare,26,Hybrid,30,15,4,Low,Depression,No,Decrease,4,Satisfied,5,None,Poor,North America
EMP10417,33,Prefer not to say,Sales,Healthcare,9,Hybrid,26,12,4,High,Depression,No,No Change,2,Unsatisfied,3,Daily,Good,Asia
EMP10418,55,Non-binary,HR,Consulting,22,Onsite,47,10,2,Medium,Burnout,No,Increase,2,Unsatisfied,5,Daily,Poor,Oceania
EMP10419,29,Female,HR,Education,34,Remote,38,7,4,High,Depression,No,No Change,4,Neutral,4,Weekly,Good,Asia
EMP10420,55,Female,Marketing,IT,30,Hybrid,49,0,2,Medium,Anxiety,Yes,No Change,2,Neutral,1,Daily,Poor,Africa
EMP10421,40,Male,HR,IT,32,Remote,49,0,1,Medium,Burnout,Yes,Decrease,4,Satisfied,2,Weekly,Poor,Asia
EMP10422,42,Prefer not to say,Marketing,Finance,5,Remote,37,11,1,Medium,None,Yes,Increase,3,Satisfied,3,None,Good,Oceania
EMP10423,36,Male,Project Manager,Education,21,Hybrid,24,13,2,High,None,No,Decrease,2,Unsatisfied,4,None,Average,Europe
EMP10424,30,Female,Marketing,Consulting,32,Hybrid,53,0,5,Medium,Depression,Yes,Increase,1,Neutral,1,Daily,Poor,North America
EMP10425,54,Non-binary,Sales,Finance,30,Remote,33,14,2,Medium,Anxiety,Yes,Increase,2,Neutral,5,Weekly,Good,Asia
EMP10426,36,Prefer not to say,Software Engineer,Consulting,28,Onsite,41,13,1,Medium,Depression,Yes,Decrease,1,Neutral,1,Daily,Average,Asia
EMP10427,55,Prefer not to say,Sales,Finance,4,Remote,31,15,2,Low,Burnout,Yes,Increase,2,Neutral,3,Weekly,Average,Europe
EMP10428,35,Prefer not to say,Sales,IT,19,Onsite,29,4,4,Low,Anxiety,Yes,No Change,1,Satisfied,5,None,Average,Oceania
EMP10429,38,Female,Project Manager,IT,25,Hybrid,33,7,1,High,Anxiety,Yes,No Change,3,Neutral,1,Daily,Average,North America
EMP10430,30,Non-binary,Sales,Consulting,9,Remote,58,8,5,High,Anxiety,Yes,Increase,5,Satisfied,5,Daily,Poor,Europe
EMP10431,49,Male,Project Manager,Consulting,10,Hybrid,42,12,3,High,None,Yes,Increase,2,Unsatisfied,2,None,Average,Oceania
EMP10432,39,Non-binary,Marketing,Finance,26,Hybrid,23,15,3,High,Depression,No,No Change,1,Unsatisfied,1,Daily,Poor,North America
EMP10433,35,Non-binary,Project Manager,Consulting,26,Hybrid,28,4,5,High,Burnout,Yes,Decrease,1,Neutral,2,Weekly,Poor,South America
EMP10434,35,Female,Designer,Finance,11,Hybrid,41,10,2,Low,Burnout,No,Decrease,3,Neutral,1,None,Poor,Oceania
EMP10435,34,Female,Data Scientist,Consulting,25,Onsite,33,9,5,High,Anxiety,Yes,Decrease,3,Satisfied,2,Daily,Poor,Oceania
EMP10436,34,Non-binary,Marketing,Healthcare,3,Hybrid,46,13,2,Medium,None,Yes,No Change,3,Satisfied,3,Daily,Good,Oceania
EMP10437,45,Prefer not to say,HR,Healthcare,29,Remote,25,9,4,High,Depression,No,Increase,2,Unsatisfied,1,Weekly,Good,Europe
EMP10438,44,Prefer not to say,Project Manager,Education,7,Onsite,55,1,2,Medium,Depression,Yes,Decrease,5,Neutral,1,Weekly,Good,Asia
EMP10439,40,Prefer not to say,Sales,Manufacturing,28,Onsite,53,4,4,High,Burnout,Yes,Increase,2,Satisfied,3,Daily,Average,Europe
EMP10440,28,Non-binary,Software Engineer,Retail,7,Onsite,47,10,1,Medium,Burnout,No,Decrease,3,Neutral,1,None,Average,Asia
EMP10441,40,Female,Data Scientist,Retail,34,Hybrid,35,14,2,Low,Depression,No,Decrease,2,Satisfied,4,Daily,Good,South America
EMP10442,44,Prefer not to say,HR,Finance,3,Hybrid,39,8,4,Low,Depression,Yes,No Change,1,Neutral,5,Weekly,Poor,North America
EMP10443,27,Non-binary,Designer,Consulting,24,Hybrid,34,12,1,High,Depression,Yes,Decrease,4,Unsatisfied,5,None,Average,Oceania
EMP10444,42,Female,HR,Retail,7,Hybrid,27,9,5,High,Burnout,No,Increase,5,Unsatisfied,1,Weekly,Poor,Oceania
EMP10445,27,Prefer not to say,Software Engineer,Retail,18,Remote,22,4,3,Low,Anxiety,No,Increase,1,Neutral,4,None,Poor,Africa
EMP10446,37,Male,Designer,Healthcare,33,Onsite,48,1,2,Low,Depression,Yes,No Change,3,Unsatisfied,1,Daily,Good,Africa
EMP10447,54,Non-binary,Sales,Healthcare,28,Remote,52,3,5,Low,Burnout,No,Increase,1,Unsatisfied,3,Daily,Poor,North America
EMP10448,37,Non-binary,Project Manager,Retail,2,Onsite,40,5,3,Medium,Burnout,No,Increase,4,Satisfied,2,Weekly,Poor,South America
EMP10449,29,Male,HR,Finance,22,Hybrid,41,7,1,Low,Burnout,No,Decrease,4,Unsatisfied,5,None,Average,Asia
EMP10450,34,Male,Project Manager,IT,8,Hybrid,56,15,1,High,Burnout,Yes,Decrease,1,Unsatisfied,4,None,Poor,Europe
EMP10451,48,Prefer not to say,Data Scientist,Manufacturing,32,Onsite,57,9,5,Low,Anxiety,Yes,No Change,4,Satisfied,5,Weekly,Good,North America
EMP10452,32,Prefer not to say,Data Scientist,Finance,21,Remote,36,5,3,High,Anxiety,No,No Change,4,Satisfied,5,Daily,Good,Oceania
EMP10453,44,Female,Data Scientist,Finance,15,Hybrid,32,5,4,Low,Burnout,Yes,Increase,4,Unsatisfied,1,Daily,Average,Oceania
EMP10454,36,Female,Marketing,Education,10,Remote,32,7,4,Medium,None,No,Decrease,5,Unsatisfied,3,Weekly,Good,Asia
EMP10455,44,Non-binary,Data Scientist,Manufacturing,2,Remote,58,14,3,Low,Depression,No,Decrease,4,Satisfied,4,None,Average,Asia
EMP10456,32,Female,Sales,Retail,10,Remote,59,15,4,Low,None,No,Increase,4,Satisfied,1,Daily,Poor,South America
EMP10457,35,Female,HR,Healthcare,28,Onsite,22,3,3,Medium,None,Yes,No Change,2,Neutral,5,Weekly,Poor,Africa
EMP10458,54,Female,Sales,Manufacturing,27,Remote,49,10,2,Medium,Anxiety,Yes,No Change,2,Unsatisfied,3,None,Average,Oceania
EMP10459,48,Prefer not to say,Marketing,Consulting,1,Onsite,42,14,3,High,Depression,No,No Change,1,Satisfied,3,Daily,Poor,Asia
EMP10460,65,Female,Sales,Retail,7,Onsite,20,5,5,Low,Depression,Yes,Increase,2,Unsatisfied,3,None,Average,Africa
EMP10461,39,Female,Project Manager,IT,12,Remote,22,5,2,Medium,Burnout,No,Decrease,2,Satisfied,2,None,Poor,Europe
EMP10462,41,Non-binary,Designer,Manufacturing,28,Hybrid,48,1,5,Medium,Burnout,No,Decrease,2,Neutral,2,None,Good,Europe
EMP10463,45,Prefer not to say,Designer,Healthcare,27,Remote,20,1,1,High,Burnout,No,Decrease,1,Satisfied,3,None,Average,Europe
EMP10464,28,Prefer not to say,HR,IT,19,Hybrid,24,8,3,Low,Depression,No,No Change,3,Satisfied,5,Daily,Poor,North America
EMP10465,41,Female,Sales,Consulting,15,Hybrid,22,9,4,High,Anxiety,Yes,No Change,1,Unsatisfied,2,None,Poor,Europe
EMP10466,31,Prefer not to say,Marketing,Finance,19,Onsite,58,4,1,High,None,No,Decrease,5,Unsatisfied,2,None,Average,Europe
EMP10467,54,Prefer not to say,Project Manager,IT,17,Hybrid,58,2,2,Medium,Anxiety,Yes,Increase,2,Neutral,2,None,Average,Europe
EMP10468,35,Non-binary,Project Manager,IT,26,Hybrid,27,9,1,Medium,Anxiety,Yes,Decrease,5,Satisfied,1,Weekly,Poor,Oceania
EMP10469,35,Prefer not to say,HR,Education,14,Hybrid,40,13,1,Low,Burnout,Yes,Decrease,4,Satisfied,1,Weekly,Average,Asia
EMP10470,58,Female,Sales,Finance,1,Hybrid,24,14,4,Low,Depression,Yes,No Change,1,Unsatisfied,3,Daily,Poor,Africa
EMP10471,33,Female,Sales,IT,26,Onsite,43,7,2,Low,Depression,No,No Change,1,Neutral,2,Daily,Good,Europe
EMP10472,40,Female,HR,Manufacturing,14,Remote,50,9,2,High,None,No,Decrease,3,Neutral,2,Daily,Average,Africa
EMP10473,30,Male,Designer,Manufacturing,17,Remote,30,14,3,Medium,None,Yes,Decrease,5,Satisfied,1,Weekly,Average,Europe
EMP10474,29,Female,Sales,Consulting,26,Hybrid,35,15,2,Medium,Depression,No,Decrease,1,Unsatisfied,2,None,Poor,Asia
EMP10475,66,Non-binary,Marketing,Education,33,Remote,37,13,2,Low,Depression,Yes,Increase,4,Satisfied,5,None,Poor,Africa
EMP10476,42,Non-binary,Project Manager,Retail,7,Onsite,51,9,3,Low,Depression,Yes,No Change,3,Satisfied,5,Weekly,Poor,South America
EMP10477,41,Male,Marketing,Manufacturing,5,Onsite,54,11,2,Low,Anxiety,No,Increase,4,Unsatisfied,4,Daily,Average,Africa
EMP10478,41,Female,Designer,Retail,25,Remote,58,15,4,High,Burnout,No,Decrease,3,Satisfied,2,None,Good,Africa
EMP10479,27,Female,Sales,Finance,3,Onsite,36,1,1,Low,Depression,Yes,Decrease,2,Unsatisfied,5,None,Good,South America
EMP10480,44,Non-binary,Project Manager,Retail,2,Onsite,53,10,4,Low,Burnout,Yes,No Change,1,Unsatisfied,1,Weekly,Poor,Africa
EMP10481,45,Female,Software Engineer,Retail,13,Hybrid,56,12,2,High,Burnout,No,Decrease,3,Neutral,5,Daily,Average,North America
EMP10482,30,Male,Sales,Retail,8,Hybrid,27,4,2,Medium,Anxiety,Yes,Decrease,3,Unsatisfied,1,Weekly,Poor,Africa
EMP10483,39,Male,Marketing,Education,16,Remote,20,11,3,Medium,Burnout,Yes,Decrease,2,Neutral,3,Weekly,Poor,Africa
EMP10484,38,Female,Project Manager,Education,21,Remote,25,14,2,Low,Burnout,No,Increase,1,Satisfied,3,Weekly,Average,Africa
EMP10485,34,Female,Data Scientist,Consulting,20,Remote,33,14,1,Low,Anxiety,No,Increase,1,Satisfied,5,None,Average,Europe
EMP10486,54,Male,Software Engineer,Finance,12,Onsite,35,5,5,Low,Burnout,No,No Change,2,Neutral,2,Weekly,Poor,South America
EMP10487,56,Male,Project Manager,Manufacturing,1,Hybrid,34,4,1,Low,Anxiety,No,Increase,5,Neutral,4,Weekly,Good,Africa
EMP10488,31,Male,Designer,Healthcare,32,Onsite,21,5,1,Low,Anxiety,No,No Change,1,Neutral,4,None,Poor,South America
EMP10489,33,Non-binary,Sales,Healthcare,22,Remote,21,2,3,Low,Burnout,Yes,Increase,4,Unsatisfied,1,Daily,Poor,Asia
EMP10490,29,Male,Designer,Healthcare,23,Onsite,29,8,5,Medium,Depression,Yes,Increase,2,Unsatisfied,3,None,Good,Oceania
EMP10491,29,Non-binary,Project Manager,IT,27,Onsite,33,5,2,High,None,No,No Change,4,Satisfied,5,None,Good,Oceania
EMP10492,45,Prefer not to say,Sales,Finance,10,Hybrid,42,11,4,High,None,Yes,Increase,2,Neutral,3,Weekly,Poor,North America
EMP10493,52,Prefer not to say,Designer,Education,23,Onsite,38,7,1,Medium,Anxiety,Yes,No Change,2,Neutral,3,Weekly,Average,South America
EMP10494,35,Male,Marketing,Finance,24,Remote,40,4,1,High,Burnout,Yes,Decrease,2,Unsatisfied,5,None,Average,Europe
EMP10495,51,Prefer not to say,Software Engineer,Education,16,Remote,24,4,4,Medium,Anxiety,No,Decrease,5,Neutral,5,Daily,Good,North America
EMP10496,57,Prefer not to say,HR,Retail,19,Hybrid,28,4,2,Low,None,Yes,No Change,1,Neutral,2,None,Average,Europe
EMP10497,33,Non-binary,Designer,Education,14,Hybrid,57,7,4,Medium,Anxiety,Yes,No Change,2,Unsatisfied,3,Weekly,Good,North America
EMP10498,55,Male,Data Scientist,Finance,23,Remote,41,13,4,Low,Burnout,Yes,No Change,2,Neutral,2,Daily,Good,North America
EMP10499,32,Female,Software Engineer,Retail,14,Onsite,40,13,4,Low,Burnout,No,Increase,5,Unsatisfied,5,Daily,Poor,North America
EMP10500,28,Non-binary,Project Manager,Retail,10,Onsite,47,3,3,Medium,Depression,Yes,Decrease,2,Neutral,3,Daily,Average,Asia
EMP10501,46,Female,Data Scientist,Consulting,7,Onsite,53,2,5,Low,Burnout,No,Decrease,4,Unsatisfied,1,None,Good,Europe
EMP10502,31,Prefer not to say,Data Scientist,Retail,25,Hybrid,27,13,1,High,None,No,No Change,4,Unsatisfied,5,Weekly,Average,Oceania
EMP10503,27,Female,Software Engineer,Consulting,21,Hybrid,33,13,3,High,Burnout,No,Increase,3,Unsatisfied,2,None,Average,Africa
EMP10504,54,Non-binary,Sales,Healthcare,22,Hybrid,50,3,3,Low,Anxiety,No,Decrease,3,Satisfied,5,Daily,Average,Europe
EMP10505,33,Male,Software Engineer,Retail,29,Remote,40,5,3,Low,Depression,No,No Change,1,Neutral,4,Daily,Average,South America
EMP10506,42,Male,Software Engineer,Education,14,Remote,56,8,4,Medium,Anxiety,No,No Change,2,Satisfied,4,Daily,Average,Asia
EMP10507,58,Female,Sales,Healthcare,17,Remote,29,15,1,Low,Burnout,Yes,Decrease,5,Satisfied,5,None,Poor,North America
EMP10508,55,Non-binary,Designer,Consulting,18,Remote,27,1,1,Medium,Depression,No,Increase,2,Unsatisfied,2,None,Average,Europe
EMP10509,32,Male,HR,Education,27,Onsite,55,11,1,Medium,Anxiety,Yes,No Change,2,Neutral,5,Daily,Good,Africa
EMP10510,45,Prefer not to say,Sales,Finance,10,Remote,28,14,2,Medium,Burnout,No,Increase,4,Neutral,1,Weekly,Poor,Oceania
EMP10511,63,Prefer not to say,HR,Manufacturing,5,Remote,59,12,4,Low,Anxiety,Yes,Decrease,3,Satisfied,4,Weekly,Poor,Oceania
EMP10512,50,Male,Designer,Education,23,Hybrid,40,1,2,High,Anxiety,Yes,Decrease,4,Satisfied,5,Daily,Average,Asia
EMP10513,35,Female,Marketing,IT,27,Onsite,38,13,3,Low,Burnout,Yes,Increase,4,Neutral,5,Daily,Average,Oceania
EMP10514,33,Female,Data Scientist,Education,6,Remote,37,13,4,Medium,None,Yes,Increase,1,Unsatisfied,3,None,Good,North America
EMP10515,32,Female,Project Manager,IT,32,Remote,36,0,1,Medium,Depression,Yes,Decrease,4,Unsatisfied,5,None,Average,Africa
EMP10516,66,Non-binary,Designer,Finance,20,Remote,55,11,1,Low,Anxiety,No,Increase,1,Neutral,5,None,Poor,Asia
EMP10517,29,Female,HR,IT,32,Remote,47,10,2,Low,Depression,Yes,Increase,3,Neutral,3,Daily,Good,Europe
EMP10518,35,Prefer not to say,Data Scientist,Healthcare,8,Onsite,51,14,4,Medium,Depression,No,No Change,4,Neutral,5,Weekly,Good,Asia
EMP10519,55,Female,Project Manager,Retail,29,Hybrid,42,14,5,Low,None,Yes,No Change,3,Satisfied,4,Weekly,Poor,Oceania
EMP10520,63,Prefer not to say,Designer,Consulting,22,Hybrid,45,6,3,High,Anxiety,Yes,Decrease,4,Neutral,4,Daily,Average,Asia
EMP10521,47,Male,HR,Finance,8,Hybrid,46,4,5,Low,Burnout,Yes,Decrease,5,Unsatisfied,3,Daily,Poor,South America
EMP10522,36,Female,Data Scientist,Finance,33,Hybrid,60,0,1,Medium,Burnout,Yes,Increase,3,Neutral,4,Daily,Average,Oceania
EMP10523,30,Non-binary,Software Engineer,Retail,6,Onsite,45,2,3,Medium,Anxiety,No,Increase,4,Unsatisfied,5,Daily,Good,Europe
EMP10524,42,Male,Project Manager,Consulting,6,Hybrid,33,11,2,Medium,Anxiety,Yes,Decrease,4,Satisfied,3,Weekly,Poor,Oceania
EMP10525,51,Female,Designer,Retail,9,Onsite,44,2,2,Medium,Depression,No,Increase,3,Unsatisfied,4,None,Average,Oceania
EMP10526,31,Male,Software Engineer,Finance,10,Remote,24,0,2,Low,Burnout,Yes,No Change,1,Unsatisfied,1,Weekly,Poor,South America
EMP10527,34,Prefer not to say,Project Manager,Consulting,26,Hybrid,28,4,3,High,Anxiety,Yes,Increase,1,Unsatisfied,5,Weekly,Good,North America
EMP10528,35,Female,Software Engineer,Healthcare,14,Hybrid,56,1,3,Medium,Depression,No,Increase,3,Unsatisfied,3,Weekly,Good,Africa
EMP10529,47,Non-binary,Project Manager,IT,5,Onsite,22,5,2,Medium,Anxiety,Yes,No Change,4,Satisfied,1,Daily,Poor,North America
EMP10530,38,Prefer not to say,Marketing,Retail,15,Onsite,34,4,3,High,None,No,Increase,1,Satisfied,5,Weekly,Average,Europe
EMP10531,52,Female,Software Engineer,Retail,14,Onsite,34,1,3,High,Anxiety,No,No Change,4,Unsatisfied,3,Daily,Good,Oceania
EMP10532,32,Male,Designer,Retail,16,Hybrid,55,8,1,High,Anxiety,Yes,Decrease,1,Unsatisfied,5,Daily,Poor,South America
EMP10533,42,Non-binary,Designer,IT,35,Onsite,20,15,3,Medium,None,No,No Change,1,Satisfied,5,None,Poor,South America
EMP10534,47,Male,Sales,Healthcare,25,Onsite,53,7,3,Low,Depression,No,Increase,4,Unsatisfied,1,None,Average,Africa
EMP10535,37,Non-binary,Marketing,Healthcare,2,Hybrid,31,3,5,High,None,Yes,Decrease,3,Unsatisfied,5,Daily,Average,Africa
EMP10536,49,Prefer not to say,Software Engineer,Education,32,Hybrid,51,10,1,High,Depression,Yes,Increase,4,Neutral,4,Weekly,Poor,South America
EMP10537,44,Male,Marketing,IT,28,Hybrid,33,3,5,Medium,Depression,Yes,No Change,1,Neutral,1,Daily,Average,Europe
EMP10538,45,Prefer not to say,HR,Retail,12,Hybrid,46,0,3,Medium,None,Yes,No Change,2,Unsatisfied,3,Daily,Poor,North America
EMP10539,42,Female,Marketing,Retail,14,Onsite,32,4,3,Low,Anxiety,No,No Change,4,Satisfied,3,None,Good,North America
EMP10540,35,Prefer not to say,Project Manager,Healthcare,27,Remote,25,11,4,High,Depression,No,No Change,1,Neutral,1,Daily,Average,North America
EMP10541,27,Prefer not to say,Marketing,Retail,1,Hybrid,43,14,2,High,Burnout,No,No Change,4,Neutral,4,Daily,Poor,Oceania
EMP10542,39,Male,Data Scientist,Education,30,Remote,42,1,4,Medium,Depression,No,Increase,5,Unsatisfied,3,Weekly,Average,Oceania
EMP10543,31,Prefer not to say,Data Scientist,Healthcare,8,Remote,49,10,5,Medium,Depression,No,No Change,2,Satisfied,5,Weekly,Good,South America
EMP10544,62,Male,Designer,IT,11,Hybrid,50,2,3,Medium,None,No,Decrease,2,Unsatisfied,5,None,Average,Europe
EMP10545,64,Prefer not to say,Software Engineer,Finance,20,Onsite,44,6,1,Low,None,Yes,Decrease,3,Unsatisfied,3,Daily,Poor,Europe
EMP10546,39,Non-binary,HR,IT,23,Remote,32,6,4,Low,Anxiety,Yes,No Change,5,Unsatisfied,2,Weekly,Good,South America
EMP10547,30,Male,Designer,Education,32,Hybrid,51,3,3,Medium,Burnout,Yes,No Change,3,Satisfied,5,None,Poor,North America
EMP10548,51,Female,Marketing,IT,5,Hybrid,51,6,3,Medium,Depression,Yes,No Change,4,Unsatisfied,5,Weekly,Average,Oceania
EMP10549,51,Male,Designer,Retail,18,Remote,55,8,4,Medium,Burnout,Yes,No Change,2,Unsatisfied,4,None,Average,Europe
EMP10550,47,Male,Project Manager,Retail,35,Onsite,26,12,3,High,Burnout,Yes,Decrease,5,Neutral,3,Daily,Poor,South America
EMP10551,42,Female,Designer,Manufacturing,20,Onsite,58,12,2,High,Anxiety,Yes,No Change,4,Unsatisfied,1,Daily,Good,Oceania
EMP10552,55,Male,Sales,Healthcare,28,Hybrid,44,6,3,High,Depression,No,Decrease,5,Satisfied,1,Weekly,Poor,Oceania
EMP10553,54,Non-binary,HR,Manufacturing,29,Onsite,39,11,4,High,Depression,Yes,Decrease,2,Satisfied,1,Daily,Poor,South America
EMP10554,29,Male,Project Manager,IT,26,Hybrid,39,0,4,High,Anxiety,No,Increase,1,Neutral,3,Weekly,Good,North America
EMP10555,50,Female,Project Manager,Healthcare,18,Remote,45,1,5,Low,None,Yes,Decrease,5,Unsatisfied,2,Weekly,Good,Africa
EMP10556,40,Non-binary,HR,IT,4,Remote,57,13,4,High,Depression,No,Decrease,1,Satisfied,5,Daily,Poor,North America
EMP10557,56,Prefer not to say,Designer,Education,4,Onsite,48,4,1,Low,Anxiety,Yes,Increase,1,Neutral,3,None,Good,Asia
EMP10558,36,Prefer not to say,Sales,Manufacturing,10,Hybrid,30,2,3,Low,Anxiety,Yes,Decrease,5,Unsatisfied,3,None,Poor,Europe
EMP10559,32,Prefer not to say,HR,Manufacturing,2,Remote,27,11,3,Medium,Burnout,No,No Change,4,Satisfied,4,Weekly,Poor,Oceania
EMP10560,39,Female,Software Engineer,Education,2,Hybrid,25,9,5,Medium,Depression,Yes,Decrease,2,Neutral,1,Weekly,Average,North America
EMP10561,36,Female,Project Manager,Finance,8,Hybrid,25,14,5,High,Anxiety,Yes,No Change,3,Unsatisfied,4,Daily,Poor,Asia
EMP10562,42,Prefer not to say,HR,Retail,34,Onsite,39,9,2,Medium,Anxiety,Yes,Decrease,2,Satisfied,4,Weekly,Good,North America
EMP10563,44,Male,Sales,Manufacturing,31,Hybrid,31,6,5,Low,Depression,No,Increase,5,Unsatisfied,5,Weekly,Good,Asia
EMP10564,61,Prefer not to say,Software Engineer,Education,8,Remote,23,6,2,High,Anxiety,Yes,Decrease,4,Neutral,1,Weekly,Poor,South America
EMP10565,38,Male,Sales,IT,25,Hybrid,39,9,4,Low,Anxiety,No,No Change,4,Satisfied,1,None,Poor,Oceania
EMP10566,38,Male,Project Manager,Retail,18,Onsite,39,10,2,High,Depression,No,Decrease,4,Satisfied,5,Daily,Good,Africa
EMP10567,39,Female,Sales,Education,3,Remote,27,11,1,Medium,Depression,Yes,No Change,4,Satisfied,1,None,Poor,South America
EMP10568,41,Prefer not to say,HR,Finance,35,Hybrid,45,12,5,High,Burnout,Yes,Decrease,2,Satisfied,4,None,Average,North America
EMP10569,54,Male,Project Manager,Retail,26,Hybrid,23,0,5,High,Depression,Yes,Increase,4,Neutral,4,None,Good,Oceania
EMP10570,50,Prefer not to say,Software Engineer,Retail,25,Remote,39,3,1,High,Anxiety,Yes,Increase,2,Unsatisfied,2,Daily,Good,Asia
EMP10571,55,Male,Designer,Manufacturing,4,Onsite,27,6,2,High,Anxiety,Yes,No Change,2,Satisfied,2,Weekly,Average,South America
EMP10572,52,Female,Sales,Healthcare,17,Remote,27,8,3,Medium,Anxiety,No,Decrease,2,Satisfied,3,Daily,Good,Africa
EMP10573,52,Male,Software Engineer,Education,11,Onsite,33,5,1,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,4,None,Good,South America
EMP10574,49,Male,Marketing,Healthcare,19,Hybrid,44,8,2,Medium,Burnout,No,Decrease,4,Neutral,1,None,Poor,North America
EMP10575,48,Female,Software Engineer,Consulting,8,Remote,45,0,4,Medium,Anxiety,Yes,Increase,4,Satisfied,3,None,Good,Oceania
EMP10576,52,Male,Project Manager,Retail,23,Hybrid,46,6,2,Medium,Anxiety,Yes,Decrease,4,Satisfied,4,None,Average,Oceania
EMP10577,33,Prefer not to say,Designer,Retail,2,Hybrid,40,0,3,High,None,Yes,Increase,1,Unsatisfied,5,None,Good,South America
EMP10578,44,Non-binary,Sales,Finance,12,Remote,25,10,4,High,Anxiety,No,Increase,2,Satisfied,4,Weekly,Average,Europe
EMP10579,37,Prefer not to say,Project Manager,Healthcare,35,Hybrid,29,4,3,Low,Anxiety,No,Increase,4,Unsatisfied,1,None,Poor,Europe
EMP10580,65,Male,HR,IT,18,Remote,22,13,4,Low,Anxiety,No,Decrease,4,Neutral,4,Weekly,Poor,North America
EMP10581,47,Prefer not to say,Marketing,Manufacturing,15,Onsite,27,3,5,High,Anxiety,Yes,No Change,5,Satisfied,5,Daily,Average,Oceania
