Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP10276,27,Non-binary,Designer,Finance,34,Onsite,43,10,4,Low,Depression,Yes,No Change,1,Unsatisfied,4,Daily,Good,Europe
EMP10277,38,Female,Sales,Manufacturing,18,Remote,30,7,4,High,Anxiety,No,Decrease,4,Satisfied,1,None,Average,Asia
EMP10278,56,Male,Marketing,Healthcare,8,Remote,52,8,3,Low,Burnout,No,Increase,2,Unsatisfied,5,None,Poor,Asia
EMP10279,31,Male,Designer,Finance,19,Onsite,43,1,4,Medium,None,Yes,Decrease,2,Unsatisfied,4,Daily,Poor,Africa
EMP10280,37,Prefer not to say,Software Engineer,Healthcare,25,Hybrid,41,11,1,Medium,Anxiety,No,No Change,4,Satisfied,5,None,Good,North America
EMP10281,41,Female,Software Engineer,Education,2,Hybrid,52,4,1,Low,Anxiety,Yes,No Change,2,Unsatisfied,1,Weekly,Average,Asia
EMP10282,58,Male,Designer,Education,10,Remote,48,7,5,Medium,Depression,No,No Change,3,Unsatisfied,3,Daily,Average,Europe
EMP10283,49,Male,Data Scientist,IT,35,Remote,45,1,1,Medium,None,No,Decrease,2,Unsatisfied,4,None,Good,Asia
EMP10284,23,Non-binary,Data Scientist,Healthcare,18,Remote,21,7,5,High,Burnout,Yes,Increase,3,Unsatisfied,3,None,Average,Asia
EMP10285,24,Non-binary,Project Manager,Manufacturing,12,Hybrid,43,14,2,Low,Depression,No,Decrease,5,Satisfied,2,Daily,Poor,Oceania
EMP10286,41,Prefer not to say,Project Manager,Finance,35,Onsite,41,14,4,Medium,Anxiety,Yes,Decrease,5,Satisfied,1,Weekly,Good,Asia
EMP10287,32,Female,HR,Consulting,23,Remote,21,12,4,Medium,None,No,Increase,4,Satisfied,2,None,Good,Africa
EMP10288,47,Prefer not to say,Sales,Healthcare,10,Hybrid,55,5,2,High,None,Yes,Decrease,1,Unsatisfied,1,None,Good,Africa
EMP10289,23,Non-binary,Designer,IT,22,Hybrid,43,5,4,Low,Anxiety,No,Decrease,1,Unsatisfied,2,Weekly,Poor,Africa
EMP10290,34,Prefer not to say,Marketing,Retail,14,Remote,45,2,4,Medium,Anxiety,No,No Change,2,Unsatisfied,2,None,Poor,North America
EMP10291,42,Male,Sales,IT,32,Hybrid,41,12,1,High,None,No,Decrease,4,Satisfied,3,Weekly,Average,Europe
EMP10292,42,Prefer not to say,HR,IT,10,Hybrid,29,13,4,High,Burnout,Yes,Decrease,5,Satisfied,1,None,Average,Asia
EMP10293,33,Female,Sales,Education,22,Hybrid,22,3,3,Medium,Burnout,Yes,Increase,4,Neutral,3,Weekly,Poor,Africa
EMP10294,40,Male,Designer,Healthcare,3,Onsite,45,2,5,Low,Depression,Yes,Decrease,4,Satisfied,3,Weekly,Average,Asia
EMP10295,27,Male,Marketing,Healthcare,33,Hybrid,43,5,4,Low,Depression,No,Decrease,2,Unsatisfied,4,Weekly,Average,Europe
EMP10296,39,Prefer not to say,Data Scientist,Consulting,33,Hybrid,21,4,3,Low,None,Yes,Decrease,4,Satisfied,3,None,Good,North America
EMP10297,42,Female,Marketing,IT,11,Hybrid,48,14,3,Low,None,No,No Change,4,Satisfied,2,None,Poor,Europe
EMP10298,22,Non-binary,Sales,Healthcare,7,Remote,45,14,5,Medium,Burnout,No,No Change,5,Satisfied,5,None,Average,Asia
EMP10299,45,Female,Marketing,Finance,9,Remote,45,14,2,Low,None,No,Decrease,4,Satisfied,2,None,Good,North America
EMP10300,47,Female,Data Scientist,Finance,6,Hybrid,24,0,1,Low,None,No,Decrease,5,Neutral,2,None,Poor,Oceania
EMP10301,24,Non-binary,Designer,Retail,16,Remote,55,4,3,Medium,Anxiety,Yes,Decrease,4,Satisfied,3,Daily,Average,Oceania
EMP10302,48,Non-binary,HR,IT,2,Remote,28,13,2,Medium,Depression,Yes,Decrease,5,Satisfied,5,Daily,Poor,Europe
EMP10303,60,Non-binary,Software Engineer,Retail,13,Hybrid,45,10,3,High,Burnout,No,Increase,3,Unsatisfied,2,None,Good,Africa
EMP10304,41,Non-binary,Software Engineer,Education,20,Remote,45,0,1,High,None,Yes,No Change,2,Unsatisfied,2,Weekly,Average,South America
EMP10305,49,Prefer not to say,Project Manager,Retail,17,Remote,42,2,4,Medium,Burnout,Yes,Decrease,1,Unsatisfied,5,Daily,Average,Africa
EMP10306,27,Prefer not to say,Data Scientist,Finance,16,Onsite,29,3,5,High,Burnout,Yes,No Change,5,Unsatisfied,5,Weekly,Good,Europe
EMP10307,35,Prefer not to say,Marketing,Manufacturing,14,Hybrid,50,10,2,Low,Depression,Yes,Decrease,5,Satisfied,5,None,Average,Asia
EMP10308,23,Male,Software Engineer,Consulting,3,Onsite,41,14,4,Medium,Depression,Yes,Increase,4,Satisfied,2,Weekly,Average,North America
EMP10309,24,Prefer not to say,Designer,Finance,27,Hybrid,28,11,3,Low,Anxiety,Yes,Increase,4,Satisfied,4,Daily,Good,Africa
EMP10310,41,Non-binary,Sales,Education,25,Remote,21,8,2,Medium,None,Yes,No Change,4,Neutral,2,Daily,Poor,Africa
EMP10311,41,Prefer not to say,Designer,IT,32,Onsite,49,14,3,Low,None,Yes,No Change,3,Unsatisfied,1,Weekly,Good,Asia
EMP10312,43,Female,Data Scientist,Finance,16,Onsite,29,8,1,Medium,None,No,Decrease,5,Neutral,4,Weekly,Good,Oceania
EMP10313,30,Non-binary,Sales,IT,15,Onsite,50,7,5,Low,Anxiety,Yes,Increase,1,Unsatisfied,1,Daily,Good,South America
EMP10314,44,Male,HR,Retail,26,Onsite,44,1,3,High,Depression,Yes,Decrease,2,Unsatisfied,5,Weekly,Good,Africa
EMP10315,50,Male,Marketing,Education,22,Remote,50,3,3,Medium,Burnout,Yes,Decrease,5,Satisfied,4,None,Poor,North America
EMP10316,48,Non-binary,Designer,Manufacturing,16,Remote,42,8,5,Medium,Anxiety,No,Increase,2,Unsatisfied,5,Weekly,Poor,Asia
EMP10317,45,Male,Marketing,IT,2,Onsite,45,1,2,Low,Depression,Yes,Decrease,2,Unsatisfied,1,Daily,Good,Asia
EMP10318,60,Male,HR,Education,6,Remote,23,7,2,Medium,Anxiety,Yes,Increase,4,Satisfied,2,Weekly,Poor,Europe
EMP10319,51,Prefer not to say,Project Manager,Education,6,Onsite,30,4,2,Low,Burnout,No,No Change,4,Neutral,5,None,Average,Africa
EMP10320,48,Prefer not to say,HR,Retail,4,Hybrid,41,15,4,Low,None,Yes,No Change,4,Satisfied,2,Weekly,Good,Europe
EMP10321,43,Female,Marketing,Consulting,25,Hybrid,42,0,2,Low,Burnout,Yes,Increase,2,Unsatisfied,3,Daily,Poor,Africa
EMP10322,23,Prefer not to say,Marketing,Education,31,Onsite,46,9,3,Medium,None,No,Increase,2,Unsatisfied,5,None,Good,South America
EMP10323,32,Male,Marketing,Education,1,Onsite,57,0,3,Low,Anxiety,Yes,Decrease,1,Unsatisfied,5,None,Poor,Asia
EMP10324,44,Non-binary,HR,Consulting,29,Hybrid,42,7,1,Medium,Burnout,Yes,Increase,1,Unsatisfied,2,Daily,Poor,Asia
EMP10325,36,Female,Marketing,Finance,4,Hybrid,24,13,4,High,Anxiety,No,Decrease,4,Satisfied,1,None,Good,Oceania
EMP10326,50,Male,Designer,Manufacturing,2,Onsite,42,7,2,Low,None,Yes,Decrease,1,Unsatisfied,3,Daily,Poor,Oceania
EMP10327,54,Non-binary,Marketing,Consulting,19,Hybrid,28,4,2,High,Anxiety,No,Increase,4,Satisfied,4,Weekly,Poor,North America
EMP10328,54,Male,Designer,Healthcare,13,Remote,52,0,2,High,Depression,Yes,Increase,2,Unsatisfied,3,Weekly,Average,Oceania
EMP10329,33,Prefer not to say,HR,Healthcare,2,Onsite,23,12,1,High,Depression,Yes,Increase,5,Satisfied,4,Daily,Poor,South America
EMP10330,47,Prefer not to say,Sales,Consulting,31,Onsite,41,15,5,Low,Depression,Yes,Increase,5,Satisfied,5,None,Average,North America
EMP10331,25,Prefer not to say,Software Engineer,Education,28,Remote,42,12,5,Low,Depression,No,Increase,1,Unsatisfied,3,None,Good,Africa
EMP10332,38,Male,Sales,Education,25,Remote,44,10,5,Medium,Depression,Yes,Decrease,1,Unsatisfied,5,Daily,Average,Europe
EMP10333,31,Female,Software Engineer,Manufacturing,21,Onsite,56,7,4,Medium,None,Yes,Decrease,4,Satisfied,4,None,Good,Asia
EMP10334,58,Male,Marketing,IT,11,Onsite,45,6,2,High,Anxiety,No,Increase,2,Unsatisfied,4,Daily,Poor,Oceania
EMP10335,28,Prefer not to say,Designer,Education,16,Hybrid,49,0,4,High,Burnout,Yes,Increase,5,Satisfied,3,Daily,Good,Africa
EMP10336,54,Prefer not to say,Sales,IT,32,Hybrid,26,3,2,Low,Anxiety,Yes,Increase,5,Unsatisfied,1,Weekly,Poor,Asia
EMP10337,60,Female,Software Engineer,IT,31,Onsite,55,9,4,High,Burnout,Yes,Decrease,4,Satisfied,2,Daily,Poor,South America
EMP10338,38,Non-binary,Designer,Consulting,4,Hybrid,29,15,5,Medium,None,No,Increase,5,Satisfied,2,Daily,Poor,North America
EMP10339,31,Female,Sales,Finance,32,Hybrid,26,15,2,Low,Depression,No,Decrease,5,Neutral,1,None,Good,Europe
EMP10340,42,Non-binary,Designer,IT,2,Onsite,30,5,5,High,None,No,No Change,5,Satisfied,5,Weekly,Poor,South America
EMP10341,52,Female,Data Scientist,Manufacturing,18,Remote,41,0,1,High,Burnout,Yes,No Change,4,Satisfied,2,None,Good,North America
EMP10342,41,Female,HR,Finance,6,Hybrid,41,0,2,Low,Burnout,Yes,Decrease,4,Satisfied,4,None,Good,Asia
EMP10343,44,Male,Project Manager,Finance,20,Onsite,42,14,5,Medium,Depression,Yes,Increase,5,Satisfied,3,None,Poor,North America
EMP10344,42,Female,Data Scientist,Finance,15,Remote,45,7,3,High,Burnout,Yes,No Change,1,Unsatisfied,5,None,Average,South America
EMP10345,53,Male,Software Engineer,Healthcare,3,Hybrid,43,15,2,Low,Burnout,No,Decrease,2,Unsatisfied,4,Daily,Poor,Africa
EMP10346,52,Female,Software Engineer,Education,29,Remote,58,7,4,High,Depression,No,Decrease,3,Unsatisfied,5,None,Good,North America
EMP10347,23,Non-binary,Marketing,Education,12,Remote,46,12,1,Medium,None,Yes,No Change,3,Unsatisfied,3,Daily,Average,Africa
EMP10348,24,Female,Sales,Finance,23,Onsite,57,10,4,High,Burnout,Yes,No Change,5,Satisfied,3,Weekly,Average,Africa
EMP10349,41,Prefer not to say,Project Manager,Consulting,34,Hybrid,29,9,3,Low,None,Yes,Decrease,5,Unsatisfied,5,Weekly,Good,Asia
EMP10350,60,Prefer not to say,HR,Manufacturing,16,Onsite,51,15,1,Medium,None,Yes,Decrease,2,Unsatisfied,4,Weekly,Good,Africa
EMP10351,25,Prefer not to say,Designer,Manufacturing,6,Remote,21,11,1,High,Burnout,Yes,Decrease,4,Satisfied,2,Weekly,Average,South America
EMP10352,55,Prefer not to say,HR,Healthcare,18,Onsite,29,12,3,Medium,Anxiety,No,Increase,5,Neutral,3,None,Average,North America
EMP10353,33,Non-binary,Software Engineer,Retail,3,Onsite,46,3,1,Low,Depression,No,Decrease,4,Satisfied,2,None,Good,South America
EMP10354,43,Prefer not to say,Data Scientist,Consulting,14,Hybrid,56,13,2,Medium,Depression,Yes,Decrease,5,Satisfied,5,Weekly,Average,Africa
EMP10355,59,Male,Project Manager,Education,20,Remote,41,13,5,Medium,Anxiety,Yes,Increase,5,Satisfied,3,Daily,Average,Africa
EMP10356,48,Male,Sales,Healthcare,2,Remote,53,3,1,Low,Depression,Yes,Increase,2,Unsatisfied,2,None,Good,South America
EMP10357,31,Non-binary,HR,Finance,9,Remote,25,7,1,Low,None,No,Increase,4,Neutral,2,Daily,Good,Asia
EMP10358,28,Male,Designer,Manufacturing,23,Remote,25,7,3,Medium,None,Yes,Decrease,4,Satisfied,3,Daily,Poor,Asia
EMP10359,49,Male,Sales,Manufacturing,6,Remote,42,7,3,Medium,Anxiety,No,Increase,1,Unsatisfied,4,Weekly,Average,South America
EMP10360,56,Prefer not to say,HR,Finance,13,Hybrid,26,0,2,Medium,Depression,Yes,Decrease,5,Satisfied,2,Daily,Good,Europe
EMP10361,56,Non-binary,Sales,Retail,30,Onsite,51,15,1,Medium,Burnout,No,Increase,2,Unsatisfied,5,Daily,Poor,Asia
EMP10362,51,Female,Sales,Consulting,10,Hybrid,58,2,1,Medium,None,Yes,Increase,4,Satisfied,5,None,Average,Europe
EMP10363,38,Non-binary,Designer,Manufacturing,11,Onsite,30,10,4,Medium,None,Yes,Increase,5,Unsatisfied,4,None,Average,South America
EMP10364,40,Male,Project Manager,IT,9,Onsite,25,4,3,High,Anxiety,Yes,No Change,5,Satisfied,2,Weekly,Good,South America
EMP10365,56,Non-binary,Project Manager,Consulting,23,Hybrid,29,9,1,Low,None,No,No Change,5,Satisfied,2,Daily,Poor,Africa
EMP10366,33,Non-binary,Sales,IT,12,Hybrid,23,6,4,Medium,None,No,Decrease,5,Neutral,2,Weekly,Poor,South America
EMP10367,45,Male,Marketing,Manufacturing,28,Onsite,46,2,5,Medium,Depression,No,Increase,2,Unsatisfied,2,None,Poor,Europe
EMP10368,55,Non-binary,Sales,IT,32,Hybrid,42,11,2,Medium,Anxiety,No,Decrease,5,Satisfied,1,Daily,Good,Europe
EMP10369,39,Female,Data Scientist,Manufacturing,33,Remote,55,5,1,High,Burnout,Yes,No Change,1,Unsatisfied,2,Daily,Good,South America
EMP10370,58,Non-binary,Software Engineer,Education,2,Remote,44,0,4,Low,Burnout,No,No Change,1,Unsatisfied,5,Daily,Good,Africa
EMP10371,41,Non-binary,Data Scientist,Healthcare,33,Onsite,43,1,1,Medium,None,Yes,Decrease,5,Satisfied,5,None,Average,Oceania
EMP10372,57,Prefer not to say,Marketing,Healthcare,16,Onsite,44,7,4,Medium,None,No,Increase,2,Unsatisfied,4,Weekly,Good,Europe
EMP10373,31,Female,Software Engineer,Education,12,Remote,60,0,5,High,Depression,No,No Change,2,Unsatisfied,4,None,Good,Africa
EMP10374,34,Prefer not to say,Sales,Healthcare,25,Remote,45,8,3,Medium,None,Yes,Increase,2,Unsatisfied,2,Weekly,Average,Oceania
EMP10375,39,Prefer not to say,Software Engineer,Healthcare,8,Hybrid,44,14,1,High,None,Yes,Increase,2,Unsatisfied,3,Daily,Poor,Oceania
EMP10376,29,Non-binary,Designer,IT,26,Hybrid,43,3,3,Low,Anxiety,No,Decrease,1,Unsatisfied,2,Daily,Good,Oceania
EMP10377,31,Prefer not to say,Designer,IT,7,Hybrid,26,4,1,Medium,None,No,Decrease,4,Neutral,4,None,Poor,South America
EMP10378,30,Female,Designer,Healthcare,2,Remote,24,0,5,High,Burnout,No,No Change,4,Satisfied,5,Daily,Good,Europe
EMP10379,53,Prefer not to say,Designer,Healthcare,35,Remote,28,8,5,High,None,Yes,Increase,5,Satisfied,1,Daily,Good,Africa
EMP10380,27,Male,Marketing,Consulting,15,Remote,58,14,2,High,Burnout,No,Decrease,3,Unsatisfied,1,None,Poor,Oceania
EMP10381,39,Male,Designer,Education,28,Remote,44,4,3,Medium,None,Yes,Increase,3,Unsatisfied,2,Daily,Average,Africa
EMP10382,59,Male,Project Manager,Education,18,Remote,25,14,2,Medium,Anxiety,No,No Change,5,Satisfied,4,Weekly,Poor,South America
EMP10383,58,Non-binary,HR,Consulting,10,Hybrid,41,8,3,Low,Burnout,No,Decrease,4,Satisfied,2,Daily,Average,North America
EMP10384,28,Prefer not to say,Sales,Education,5,Remote,22,9,3,Medium,Anxiety,Yes,No Change,4,Satisfied,4,None,Poor,Europe
EMP10385,56,Male,Designer,IT,27,Remote,45,8,2,High,Burnout,Yes,Increase,5,Satisfied,4,None,Poor,Asia
EMP10386,31,Non-binary,Project Manager,Healthcare,4,Remote,41,9,1,High,Anxiety,No,Increase,4,Satisfied,2,Weekly,Average,Oceania
EMP10387,28,Female,Sales,Consulting,32,Onsite,23,12,3,Medium,Depression,Yes,No Change,5,Neutral,5,None,Average,Africa
EMP10388,46,Female,Sales,Finance,20,Hybrid,46,11,5,High,Depression,No,Decrease,2,Unsatisfied,3,Daily,Poor,Africa
EMP10389,32,Female,Sales,Consulting,18,Remote,41,0,5,High,Depression,Yes,No Change,5,Satisfied,3,Weekly,Good,South America
EMP10390,37,Male,Software Engineer,Retail,31,Onsite,44,8,5,Medium,Burnout,No,No Change,3,Unsatisfied,1,Weekly,Poor,Europe
EMP10391,50,Prefer not to say,Project Manager,Consulting,9,Hybrid,41,12,3,Medium,Burnout,No,Decrease,4,Satisfied,3,None,Average,North America
EMP10392,55,Female,Marketing,Retail,29,Remote,24,10,5,Medium,None,No,Increase,5,Satisfied,1,Weekly,Good,South America
EMP10393,45,Female,HR,Retail,17,Onsite,25,7,5,Low,Depression,No,No Change,4,Neutral,4,Daily,Average,Africa
EMP10394,50,Female,Sales,Healthcare,31,Onsite,50,4,4,Low,Anxiety,Yes,No Change,3,Unsatisfied,5,None,Poor,North America
EMP10395,43,Prefer not to say,Project Manager,Finance,3,Hybrid,41,12,2,Medium,Anxiety,Yes,No Change,5,Satisfied,5,Weekly,Average,Oceania
EMP10396,39,Non-binary,Marketing,Healthcare,20,Hybrid,48,2,3,Medium,Anxiety,No,Increase,4,Satisfied,5,Weekly,Good,Africa
EMP10397,30,Female,Data Scientist,Consulting,9,Hybrid,45,11,5,Low,Burnout,No,No Change,2,Unsatisfied,1,Daily,Average,Europe
EMP10398,36,Male,Project Manager,Retail,4,Hybrid,47,4,1,High,Burnout,No,Increase,2,Unsatisfied,1,None,Poor,Europe
EMP10399,58,Prefer not to say,Designer,Manufacturing,17,Hybrid,29,13,2,Medium,Burnout,No,No Change,5,Satisfied,5,Daily,Good,Europe
EMP10400,53,Prefer not to say,Data Scientist,Healthcare,34,Remote,28,6,5,High,None,Yes,Decrease,5,Neutral,3,Weekly,Good,Africa
EMP10401,56,Non-binary,HR,IT,13,Remote,42,14,4,High,Anxiety,Yes,No Change,5,Satisfied,2,Daily,Poor,Asia
EMP10402,57,Male,Project Manager,Consulting,19,Remote,29,0,4,Low,Anxiety,No,Decrease,4,Satisfied,1,Daily,Average,South America
EMP10403,58,Male,Data Scientist,Finance,8,Onsite,44,15,2,Low,Anxiety,No,Decrease,1,Unsatisfied,2,Weekly,Poor,Africa
EMP10404,57,Female,Designer,Healthcare,22,Hybrid,52,3,3,High,Burnout,Yes,Increase,3,Unsatisfied,1,Weekly,Poor,Europe
EMP10405,46,Non-binary,Data Scientist,Consulting,14,Remote,41,13,4,Medium,Anxiety,No,Increase,4,Satisfied,1,Daily,Average,Asia
EMP10406,42,Female,HR,Manufacturing,33,Hybrid,52,0,4,High,None,No,No Change,1,Unsatisfied,1,None,Good,Europe
EMP10407,24,Prefer not to say,Project Manager,Healthcare,30,Onsite,49,4,3,High,None,Yes,Decrease,1,Unsatisfied,3,None,Average,South America
EMP10408,53,Female,HR,Retail,10,Remote,41,9,4,Low,Burnout,No,Decrease,4,Satisfied,1,Daily,Poor,Oceania
EMP10409,24,Female,Data Scientist,Finance,35,Remote,41,10,1,Low,None,No,Decrease,5,Satisfied,5,Weekly,Poor,North America
EMP10410,30,Non-binary,Project Manager,Consulting,20,Remote,52,14,2,Medium,Burnout,No,No Change,4,Satisfied,3,Weekly,Good,South America
EMP10411,22,Prefer not to say,Software Engineer,Healthcare,6,Remote,24,3,2,Medium,None,No,No Change,4,Satisfied,4,Daily,Good,Europe
EMP10412,28,Non-binary,Designer,Retail,22,Hybrid,27,3,5,Medium,Anxiety,Yes,Decrease,5,Satisfied,2,Daily,Good,South America
EMP10413,52,Non-binary,Sales,Education,25,Onsite,41,15,1,Medium,Burnout,Yes,No Change,4,Satisfied,3,None,Average,Europe
EMP10414,47,Prefer not to say,Project Manager,Manufacturing,21,Onsite,27,7,1,Medium,Anxiety,No,Decrease,5,Neutral,1,Weekly,Average,South America
EMP10415,30,Male,Data Scientist,Manufacturing,14,Onsite,44,14,3,Medium,Burnout,No,Increase,4,Satisfied,5,Daily,Poor,Oceania
EMP10416,52,Female,Sales,Healthcare,26,Hybrid,43,15,4,Low,Depression,No,Decrease,2,Unsatisfied,5,None,Poor,North America
EMP10417,25,Prefer not to say,Sales,Healthcare,9,Hybrid,22,12,4,High,Depression,No,No Change,5,Satisfied,3,Daily,Good,Asia
EMP10418,50,Non-binary,HR,Consulting,22,Onsite,57,10,2,Medium,Burnout,No,Increase,1,Unsatisfied,5,Daily,Poor,Oceania
EMP10419,60,Female,HR,Education,34,Remote,54,7,4,High,Depression,No,No Change,1,Unsatisfied,4,Weekly,Good,Asia
EMP10420,48,Female,Marketing,IT,30,Hybrid,27,0,2,Medium,Anxiety,Yes,No Change,4,Satisfied,1,Daily,Poor,Africa
EMP10421,28,Male,HR,IT,32,Remote,52,0,1,Medium,Burnout,Yes,Decrease,2,Unsatisfied,2,Weekly,Poor,Asia
EMP10422,23,Prefer not to say,Marketing,Finance,5,Remote,42,11,1,Medium,None,Yes,Increase,1,Unsatisfied,3,None,Good,Oceania
EMP10423,26,Male,Project Manager,Education,21,Hybrid,22,13,2,High,None,No,Decrease,5,Neutral,4,None,Average,Europe
EMP10424,27,Female,Marketing,Consulting,32,Hybrid,43,0,5,Medium,Depression,Yes,Increase,4,Satisfied,1,Daily,Poor,North America
EMP10425,52,Non-binary,Sales,Finance,30,Remote,57,14,2,Medium,Anxiety,Yes,Increase,1,Unsatisfied,5,Weekly,Good,Asia
EMP10426,32,Prefer not to say,Software Engineer,Consulting,28,Onsite,25,13,1,Medium,Depression,Yes,Decrease,5,Satisfied,1,Daily,Average,Asia
EMP10427,23,Prefer not to say,Sales,Finance,4,Remote,43,15,2,Low,Burnout,Yes,Increase,1,Unsatisfied,3,Weekly,Average,Europe
EMP10428,41,Prefer not to say,Sales,IT,19,Onsite,30,4,4,Low,Anxiety,Yes,No Change,4,Neutral,5,None,Average,Oceania
EMP10429,33,Female,Project Manager,IT,25,Hybrid,29,7,1,High,Anxiety,Yes,No Change,4,Satisfied,1,Daily,Average,North America
EMP10430,37,Non-binary,Sales,Consulting,9,Remote,45,8,5,High,Anxiety,Yes,Increase,1,Unsatisfied,5,Daily,Poor,Europe
EMP10431,33,Male,Project Manager,Consulting,10,Hybrid,41,12,3,High,None,Yes,Increase,4,Satisfied,2,None,Average,Oceania
EMP10432,28,Non-binary,Marketing,Finance,26,Hybrid,44,15,3,High,Depression,No,No Change,4,Satisfied,1,Daily,Poor,North America
EMP10433,57,Non-binary,Project Manager,Consulting,26,Hybrid,28,4,5,High,Burnout,Yes,Decrease,5,Satisfied,2,Weekly,Poor,South America
EMP10434,45,Female,Designer,Finance,11,Hybrid,43,10,2,Low,Burnout,No,Decrease,1,Unsatisfied,1,None,Poor,Oceania
EMP10435,50,Female,Data Scientist,Consulting,25,Onsite,45,9,5,High,Anxiety,Yes,Decrease,1,Unsatisfied,2,Daily,Poor,Oceania
EMP10436,53,Non-binary,Marketing,Healthcare,3,Hybrid,20,13,2,Medium,None,Yes,No Change,3,Unsatisfied,3,Daily,Good,Oceania
EMP10437,58,Prefer not to say,HR,Healthcare,29,Remote,28,9,4,High,Depression,No,Increase,5,Satisfied,1,Weekly,Good,Europe
EMP10438,48,Prefer not to say,Project Manager,Education,7,Onsite,41,1,2,Medium,Depression,Yes,Decrease,4,Satisfied,1,Weekly,Good,Asia
EMP10439,42,Prefer not to say,Sales,Manufacturing,28,Onsite,48,4,4,High,Burnout,Yes,Increase,2,Unsatisfied,3,Daily,Average,Europe
EMP10440,22,Non-binary,Software Engineer,Retail,7,Onsite,48,10,1,Medium,Burnout,No,Decrease,2,Unsatisfied,1,None,Average,Asia
EMP10441,23,Female,Data Scientist,Retail,34,Hybrid,51,14,2,Low,Depression,No,Decrease,2,Unsatisfied,4,Daily,Good,South America
EMP10442,59,Prefer not to say,HR,Finance,3,Hybrid,42,8,4,Low,Depression,Yes,No Change,2,Unsatisfied,5,Weekly,Poor,North America
EMP10443,50,Non-binary,Designer,Consulting,24,Hybrid,41,12,1,High,Depression,Yes,Decrease,5,Satisfied,5,None,Average,Oceania
EMP10444,27,Female,HR,Retail,7,Hybrid,41,9,5,High,Burnout,No,Increase,5,Satisfied,1,Weekly,Poor,Oceania
EMP10445,25,Prefer not to say,Software Engineer,Retail,18,Remote,44,4,3,Low,Anxiety,No,Increase,1,Unsatisfied,4,None,Poor,Africa
EMP10446,52,Male,Designer,Healthcare,33,Onsite,21,1,2,Low,Depression,Yes,No Change,4,Satisfied,1,Daily,Good,Africa
EMP10447,37,Non-binary,Sales,Healthcare,28,Remote,21,3,5,Low,Burnout,No,Increase,4,Neutral,3,Daily,Poor,North America
EMP10448,22,Non-binary,Project Manager,Retail,2,Onsite,51,5,3,Medium,Burnout,No,Increase,4,Satisfied,2,Weekly,Poor,South America
EMP10449,51,Male,HR,Finance,22,Hybrid,57,7,1,Low,Burnout,No,Decrease,2,Unsatisfied,5,None,Average,Asia
EMP10450,57,Male,Project Manager,IT,8,Hybrid,57,15,1,High,Burnout,Yes,Decrease,5,Satisfied,4,None,Poor,Europe
EMP10451,58,Prefer not to say,Data Scientist,Manufacturing,32,Onsite,43,9,5,Low,Anxiety,Yes,No Change,2,Unsatisfied,5,Weekly,Good,North America
EMP10452,32,Prefer not to say,Data Scientist,Finance,21,Remote,56,5,3,High,Anxiety,No,No Change,1,Unsatisfied,5,Daily,Good,Oceania
EMP10453,41,Female,Data Scientist,Finance,15,Hybrid,21,5,4,Low,Burnout,Yes,Increase,5,Neutral,1,Daily,Average,Oceania
EMP10454,36,Female,Marketing,Education,10,Remote,42,7,4,Medium,None,No,Decrease,5,Satisfied,3,Weekly,Good,Asia
EMP10455,51,Non-binary,Data Scientist,Manufacturing,2,Remote,47,14,3,Low,Depression,No,Decrease,1,Unsatisfied,4,None,Average,Asia
EMP10456,60,Female,Sales,Retail,10,Remote,44,15,4,Low,None,No,Increase,3,Unsatisfied,1,Daily,Poor,South America
EMP10457,34,Female,HR,Healthcare,28,Onsite,55,3,3,Medium,None,Yes,No Change,1,Unsatisfied,5,Weekly,Poor,Africa
EMP10458,33,Female,Sales,Manufacturing,27,Remote,44,10,2,Medium,Anxiety,Yes,No Change,2,Unsatisfied,3,None,Average,Oceania
EMP10459,53,Prefer not to say,Marketing,Consulting,1,Onsite,42,14,3,High,Depression,No,No Change,2,Unsatisfied,3,Daily,Poor,Asia
EMP10460,53,Female,Sales,Retail,7,Onsite,48,5,5,Low,Depression,Yes,Increase,1,Unsatisfied,3,None,Average,Africa
EMP10461,40,Female,Project Manager,IT,12,Remote,42,5,2,Medium,Burnout,No,Decrease,2,Unsatisfied,2,None,Poor,Europe
EMP10462,36,Non-binary,Designer,Manufacturing,28,Hybrid,28,1,5,Medium,Burnout,No,Decrease,5,Satisfied,2,None,Good,Europe
EMP10463,54,Prefer not to say,Designer,Healthcare,27,Remote,45,1,1,High,Burnout,No,Decrease,4,Satisfied,3,None,Average,Europe
EMP10464,41,Prefer not to say,HR,IT,19,Hybrid,54,8,3,Low,Depression,No,No Change,1,Unsatisfied,5,Daily,Poor,North America
EMP10465,55,Female,Sales,Consulting,15,Hybrid,45,9,4,High,Anxiety,Yes,No Change,1,Unsatisfied,2,None,Poor,Europe
EMP10466,34,Prefer not to say,Marketing,Finance,19,Onsite,41,4,1,High,None,No,Decrease,5,Satisfied,2,None,Average,Europe
